activity_id,start_time_local,activity_type,duration_seconds,distance_meters,calories,average_hr_bpm,max_hr_bpm,elevation_gain_m,training_load,aerobic_training_effect,anaerobic_training_effect
17970240935,2025-01-11 06:11:57,treadmill_running,1802.6,3265.98,180,100,109,0,6.72,0.9,0
17973210946,2025-01-11 13:20:04,walking,3076.78,903.67,350,112,135,7.24,11.43,1.5,0
17983095104,2025-01-12 12:45:01,walking,9150.08,2227.17,688,90,120,25.13,4.38,0.6,0
17990503006,2025-01-13 12:43:03,treadmill_running,1788.08,2771.09,240,114,121,0,13.36,1.8,0
17992733339,2025-01-13 17:31:35,treadmill_running,1725.18,2231.29,159,96,109,0,4.05,0.5,0
17998401541,2025-01-14 09:50:02,treadmill_running,2646.19,5059.79,368,116,151,0,22.81,2.2,0
18000758014,2025-01-14 14:48:31,walking,3046.59,378.5,240,90,117,2.42,3.5,0.4,0
18025256015,2025-01-15 18:25:44,walking,434.23,653.75,57,102,112,12.99,3.96,0.5,0
18025257225,2025-01-16 07:13:35,treadmill_running,2401.02,3504.69,203,93,109,0,3.48,0.4,0
18026669681,2025-01-17 12:46:42,treadmill_running,2770.29,3989.77,265,101,118,0,6.43,0.8,0
18065175277,2025-01-19 11:44:04,walking,3756.67,1835.09,291,92,112,55.95,4.58,0.6,0
18065177883,2025-01-21 15:39:01,treadmill_running,2679.98,4016.15,229,95,108,0,3.98,0.5,0
18072760972,2025-01-22 12:53:10,walking,11842.04,6262.72,1285,118,153,573.46,32.88,2.6,0
18160213481,2025-01-29 12:49:00,walking,3137.4,2087.13,324,105,143,130.29,16.68,2,0
18160214189,2025-01-30 10:05:06,treadmill_running,2658.12,3479.07,307,109,121,0,12.25,1.6,0
18160214810,2025-01-31 11:02:18,treadmill_running,2752.23,4284.43,333,111,122,0,14.4,1.9,0
18160215202,2025-02-01 15:06:31,walking,815.79,182.24,74,93,110,2.08,2.72,0.3,0
18160215434,2025-02-01 15:29:07,walking,1998.98,864.31,205,103,117,6.36,6.67,0.9,0
18174334633,2025-02-03 07:19:27,walking,1244.09,755.1,132,96,121,22.77,7.04,0.9,0
18180215582,2025-02-03 20:12:01,treadmill_running,1204.96,2031.02,152,108,125,0,7.95,1,0
18183831805,2025-02-04 08:25:06,treadmill_running,1809.2,2886.25,199,104,115,0,7.82,1,0
18184609725,2025-02-04 10:54:51,treadmill_running,929.5,1355.33,75,88,112,0,2.37,0.3,0
18196646997,2025-02-05 15:49:41,treadmill_running,1983.73,2645.22,194,100,109,0,6.83,0.9,0
18199030593,2025-02-05 20:08:44,walking,851.33,1025.75,113,107,119,17.24,6.83,0.9,0
18206656561,2025-02-06 17:29:14,walking,2501.38,3474.82,285,113,135,33.22,11.4,1.5,0
18213625056,2025-02-07 14:28:05,walking,937.22,322.66,123,110,131,11.57,7.77,1,0
18875858144,2025-04-19 17:21:10,walking,8132.77,4237.81,767,102,132,11.98,8.58,1.1,0
18888438658,2025-04-21 08:55:50,treadmill_running,2756.93,5004.22,450,122,157,0,40.16,2.8,0.2
18898889530,2025-04-22 08:18:57,walking,5094.09,2213.54,449,99,125,10.33,6.72,0.9,0
18939192470,2025-04-26 11:30:05,walking,4670.25,3981.93,553,112,136,21.84,16.08,2,0
18960909432,2025-04-28 15:43:09,treadmill_running,2717.78,5108.46,442,122,156,0,42.73,2.9,0
18972708350,2025-04-29 16:57:59,walking,5863.18,1778.35,416,86,109,5.45,2.62,0.3,0
18975619082,2025-04-29 23:11:33,treadmill_running,569.26,939.2,53,92,98,0,2.08,0.2,0
18995394065,2025-05-01 17:12:13,walking,9657.72,8083.18,878,92,136,145.92,18.1,2.1,0
19035729602,2025-05-04 15:05:22,walking,3370.76,1811.17,259,83,117,6.52,4.2,0.5,0
19035730673,2025-05-05 18:29:11,walking,1473.32,1282.58,179,110,128,19.74,7.12,0.9,0
19042618663,2025-05-06 16:45:45,walking,3449.23,4315.46,385,105,119,34.78,13.07,1.7,0
19044651542,2025-05-06 20:07:06,walking,1235.03,874.13,178,116,136,2.09,11.29,1.5,0
19052970522,2025-05-07 17:06:04,walking,2520.51,2750.52,283,113,132,31.63,9.57,1.3,0
19054623487,2025-05-07 19:02:50,walking,3960.41,2287.03,404,107,130,5.09,9.66,1.3,0
19062259113,2025-05-08 15:23:14,strength_training,2664.75,0,476,127,161,0,53.71,3.1,0.1
19073897583,2025-05-09 19:14:19,walking,1467.35,728.65,118,87,103,3.65,2.93,0.4,0
19091146949,2025-05-11 11:41:25,hiking,5610.34,4921.6,787,118,160,309.35,44.85,3,0
19101438192,2025-05-12 16:17:48,treadmill_running,399.41,625.77,54,107,128,0,4.57,0.6,0
19101893820,2025-05-12 16:31:46,strength_training,2654.09,0,427,122,156,0,37.1,2.7,0.1
19101999454,2025-05-12 17:17:13,treadmill_running,607.98,1077.16,131,140,172,0,30.24,2.5,0
19112803237,2025-05-13 16:59:27,walking,3008.59,4069.08,352,115,128,38.16,13.73,1.8,0
19122749059,2025-05-14 15:02:18,treadmill_running,393.66,702.13,53,107,130,0,5.45,0.7,0
19122750790,2025-05-14 15:24:12,strength_training,2531.04,0,399,123,161,0,38.03,2.6,0.6
19122830557,2025-05-14 16:08:14,treadmill_running,1124.96,1818.54,203,127,156,0,23.98,2.2,0.2
19131490330,2025-05-15 12:33:02,walking,2258.22,775.39,200,94,118,7.89,3.42,0.4,0
19133417123,2025-05-15 16:35:13,walking,1321.2,322.88,118,92,123,6.51,3.14,0.4,0
19154300315,2025-05-17 17:44:34,walking,4368.39,3111.52,442,104,128,14.38,10.09,1.3,0
19165246531,2025-05-18 19:25:36,walking,1894.64,884.69,159,91,111,8.82,3.02,0.4,0
19169341931,2025-05-19 10:30:10,treadmill_running,2869.7,4728.06,402,117,132,0,18.79,2.1,0
19222274966,2025-05-24 16:00:58,walking,4841.1,1421.21,408,96,124,11.28,5.35,0.7,0
19230527301,2025-05-25 14:23:02,walking,2019.38,1794.07,258,113,153,9.51,14.59,1.9,0
19232704619,2025-05-25 16:24:26,cycling,3934.25,6517.05,368,95,124,42.32,6.57,0.7,0
19365851632,2025-06-08 08:48:30,walking,1610.15,499.89,153,97,114,3.82,3.73,0.5,0
19371510559,2025-06-08 17:50:37,walking,1369.08,488.37,160,107,126,5.55,6.78,0.9,0
19511796108,2025-06-22 14:10:17,mountain_biking,5159.63,9500.34,705,117,147,92.62,35.27,2.5,0
19542917282,2025-06-25 18:15:31,walking,2809.81,2029.27,265,97,122,14.34,6.32,0.8,0
19575583420,2025-06-29 02:32:20,hiking,8881.71,7259.71,999,106,171,538.36,109.46,4.2,2.1
19592479395,2025-06-30 20:13:45,walking,1671.68,640.97,157,97,126,3.92,3.9,0.6,0
19609892996,2025-07-02 10:43:33,walking,10097.33,2662.67,743,89,124,19.55,4.47,0.7,0
19641925168,2025-07-05 18:31:35,cycling,1003.96,2513.45,114,98,117,11.79,4.95,0.5,0
19651747152,2025-07-06 16:36:46,walking,7898.43,2577.8,646,94,129,16.24,4.22,0.7,0
19670617489,2025-07-08 17:44:50,walking,2662.18,1741.78,249,96,122,6.56,5.25,0.8,0
19690985748,2025-07-10 16:47:35,walking,2118.34,1081.77,237,109,131,3.83,8.71,1.4,0
19707618604,2025-07-12 10:28:41,treadmill_running,3395.58,5108.31,362,106,126,0,12.6,2,0
19712726755,2025-07-12 19:08:42,walking,2393.77,2059.61,208,98,117,12.08,3.68,0.6,0
19722785386,2025-07-13 18:25:34,walking,2359.79,1898.49,215,97,128,4,4.42,0.7,0
19904172010,2025-07-31 11:37:43,walking,1889.42,1657.56,168,92,119,33.58,4.68,0.7,0
19972105469,2025-08-06 17:41:31,walking,3269.75,1851.96,250,88,129,12.55,4.72,0.7,0
19973998323,2025-08-06 20:37:42,walking,1805.51,2067.83,171,93,119,8.98,4.76,0.7,0
19994399576,2025-08-08 19:21:54,walking,1243.49,306.06,103,92,105,1.11,2.78,0.4,0
20015061821,2025-08-10 17:50:45,walking,2266.37,866.44,148,84,103,15.54,3.18,0.5,0
20068529839,2025-08-15 14:33:59,cycling,11423.26,29757.38,1938,138,196,339.56,320.36,5,3.9
20090285705,2025-08-17 17:33:51,walking,5723.94,2934.68,384,89,117,32.96,3.71,0.6,0
20119717495,2025-08-20 05:07:10,hiking,29004.33,20705.77,3365,126,157,1352.93,121.12,4.7,0.9
20138166235,2025-08-22 08:20:41,treadmill_running,3020.63,4331.28,300,107,116,0,11.6,1.9,0
20182740842,2025-08-26 13:01:19,treadmill_running,895.92,1238.54,159,128,144,0,21.95,2.4,0
20182750816,2025-08-26 13:17:55,strength_training,3264.68,0,527,129,164,0,46.21,3.1,0.5
20183775871,2025-08-26 15:16:26,walking,2633.23,981.66,267,106,127,85.52,8.39,1.4,0
20185993690,2025-08-26 18:42:37,walking,1857.94,347.4,198,107,131,12.36,9.97,1.6,0
20197056118,2025-08-27 15:59:23,walking,5156.91,3092.9,404,90,123,110.6,5.23,0.7,0
20206454567,2025-08-28 11:31:49,mountain_biking,12247.08,35017.72,1684,122,154,611.27,49.07,2.9,0
20215237785,2025-08-29 11:44:34,walking,7160.71,4037.4,588,92,147,210.99,19.13,2.1,0
20223202968,2025-08-30 07:18:38,hiking,15835.54,13079.81,1207,97,158,537.36,17.99,2,0.1
20225172009,2025-08-30 14:54:47,walking,1020.2,561.9,87,94,108,9.04,2.86,0.3,0
20416635470,2025-09-17 18:18:06,walking,2928.54,1880.8,340,112,152,9.77,16.38,2.1,0
20478974530,2025-09-23 18:45:50,walking,4639.15,623.39,325,88,129,9.94,4.29,0.7,0
20497948617,2025-09-25 18:08:12,treadmill_running,582.13,907.96,53,94,109,0,2.35,0.3,0
20514055598,2025-09-27 11:35:46,walking,2658.55,1836.93,229,95,120,13.04,5.96,0.7,0.2
20518521486,2025-09-27 18:09:11,walking,3590.65,1878.28,325,99,127,9.36,6.25,1,0
20540052388,2025-09-29 18:36:47,walking,233.68,210.48,28,104,123,2.34,2.08,0.3,0
20608555006,2025-10-06 18:38:53,walking,2245.98,1771.72,197,92,108,12.79,5.21,0.8,0
20618700079,2025-10-07 19:19:20,walking,1463.16,1402.28,143,89,129,9.94,8.17,1.3,0
20655022325,2025-10-11 12:38:21,walking,2735.38,2504.05,234,83,115,23.51,3.94,0.6,0
20657451194,2025-10-11 16:35:19,walking,1834.99,1279.37,132,81,96,11.96,2.89,0.4,0
20667151312,2025-10-12 14:59:43,walking,3477.66,3067.43,325,99,120,25.12,6.77,1.1,0
20669365881,2025-10-12 18:23:00,walking,1485.76,1323.78,134,94,118,13.35,3.7,0.6,0
20675060440,2025-10-13 12:04:17,walking,5424.82,3525.84,513,105,130,64.68,7.81,1.3,0
20676437517,2025-10-13 15:30:20,walking,1258.54,1030.91,130,104,138,5.14,5.77,0.9,0
20676439891,2025-10-13 15:59:15,walking,1534.95,628.07,181,111,137,22.64,11.24,1.8,0
20678264496,2025-10-13 18:41:16,walking,1813.78,1305.39,262,127,144,15.44,23.46,2.4,0
20697168855,2025-10-15 15:52:16,treadmill_running,1789.35,2490.04,224,112,121,0,12.02,2,0
20700105514,2025-10-15 20:20:27,treadmill_running,1799.17,2613.78,227,113,121,0,12.51,2,0
20709370069,2025-10-16 15:09:34,walking,5371.5,5440.56,511,105,129,35.45,9,1.5,0
20716038395,2025-10-17 12:52:59,walking,6346.59,3038.69,448,87,120,36.91,3.52,0.5,0
20735608121,2025-10-19 13:23:51,walking,746.05,763.99,67,95,123,10.34,2.48,0.4,0
20785783743,2025-10-24 18:33:36,walking,2567.65,3266.13,279,102,126,39.87,11.48,1.9,0
20790328980,2025-10-25 10:49:03,walking,305.38,421.97,37,81,89,1.04,2.71,0.4,0
20790463737,2025-10-25 11:01:28,treadmill_running,310.71,1009.36,79,167,179,0,41.44,2.9,1.1
20795591837,2025-10-25 11:11:26,treadmill_running,330.03,103.87,53,120,127,0,6.39,1,0
20800207342,2025-10-26 09:29:48,walking,5224.07,5219.2,466,91,132,32.74,8.59,1.4,0
20803654704,2025-10-26 15:01:15,running,1892.23,5012.3,476,161,182,81.16,204.12,5,2.7
20803821293,2025-10-26 15:37:03,walking,1214.72,1224.73,150,121,135,29.6,9.56,1.5,0
20813641439,2025-10-27 17:44:08,strength_training,3530.24,0,437,116,145,0,23.34,2.4,0
20817863105,2025-10-28 06:39:33,walking,2863.73,4408.15,368,105,138,47.67,25.15,2.5,0
20818268683,2025-10-28 08:32:55,strength_training,241.01,0,19,87,95,0,0.88,0.1,0
20833410248,2025-10-29 17:23:40,walking,4426.48,4333.08,463,103,136,127.38,12.38,2,0
20834870472,2025-10-29 20:38:13,walking,1614.37,1448.24,159,96,125,52.65,6.36,1,0
20837388600,2025-10-30 06:36:04,walking,141.32,141.37,17,99,106,6,1.27,0.2,0
20843271883,2025-10-30 18:47:48,running,2117.65,5214.33,500,161,177,88.88,124.15,4.8,0.1
20844046183,2025-10-30 20:20:24,walking,1691.82,1529.5,176,111,131,34.98,6.2,0.8,0
20852129508,2025-10-31 18:50:34,treadmill_running,221.02,336.63,24,95,109,0,1.57,0.2,0
20852397446,2025-10-31 18:58:29,treadmill_running,1853.07,5000,451,150,167,0,142.6,4.7,0
20855669065,2025-11-01 08:18:52,walking,981.18,1065.66,90,83,96,1.03,3.6,0.4,0
20856254762,2025-11-01 09:47:21,walking,745.14,841.94,70,97,108,4.82,3.09,0.3,0
20861157646,2025-11-01 17:07:21,walking,1403.6,767.25,107,86,117,26.4,3.45,0.4,0
20865646820,2025-11-02 08:52:49,strength_training,1108.11,0,116,100,126,0,6.83,0.7,0
20865733199,2025-11-02 09:15:36,treadmill_running,549.15,1174.22,105,127,153,0,25.54,2.2,0
20866538041,2025-11-02 09:28:19,treadmill_running,4678.31,10500,1198,159,173,0,407.04,5,0.4
20873776120,2025-11-02 20:58:54,strength_training,2098.88,0,164,91,116,0,4.08,0.3,0
20880711253,2025-11-03 17:21:00,treadmill_running,2102.2,3200,211,98,108,0,8.47,0.7,0
20885695846,2025-11-04 06:35:15,strength_training,2402.78,0,258,104,151,0,17.87,1.6,0
20891237151,2025-11-04 18:04:11,running,470.86,916.94,79,119,154,13.83,14.64,1.3,0
20891634928,2025-11-04 18:12:46,running,2050.15,5263.17,500,160,169,39.13,151.12,4,0.1
20892492512,2025-11-04 19:18:16,walking,2474.42,1969.57,277,113,134,40.67,10.2,0.9,0
20902628704,2025-11-05 18:29:00,running,2432.25,5000,432,136,156,45,49.08,2.5,0
20903648825,2025-11-05 20:52:48,walking,1554.6,1294.28,162,108,129,23.88,6.57,0.5,0
20911350943,2025-11-06 17:41:19,treadmill_running,730.05,930.41,50,85,96,0,1.62,0.1,0
20911423570,2025-11-06 17:56:40,walking,241.82,388.16,32,113,123,10.45,3.08,0.2,0
20911792581,2025-11-06 18:27:41,walking,382.38,531.93,52,118,129,16.16,5.09,0.4,0
20912479383,2025-11-06 19:33:54,walking,522.33,794.44,67,110,119,9.3,5.05,0.4,0
20917056466,2025-11-07 09:19:49,strength_training,3112.09,0,418,117,146,0,28.8,2.1,0
20924004991,2025-11-08 02:03:00,walking,1913.04,2987.2,237,107,150,23.6,15.53,1.3,0
20924462517,2025-11-08 04:14:20,walking,2564.63,3768.8,381,127,159,48.29,42.37,2.4,0
20928197844,2025-11-08 13:21:22,walking,2049.25,1793.41,191,101,119,17.07,4.76,0.4,0
20932348413,2025-11-08 21:07:18,walking,1789.09,1392.12,153,92,107,14.51,3.72,0.3,0
20936140046,2025-11-09 10:47:57,walking,1712.84,1487.71,139,89,106,10.59,3.47,0.3,0
20940746965,2025-11-09 17:18:05,walking,1321.21,1377.79,149,102,132,75.74,15.76,1.3,0
20955896012,2025-11-11 11:23:37,walking,2267.81,1932.75,168,82,107,41.57,3.84,0.3,0
20968850556,2025-11-12 16:32:45,walking,1663.38,1510.38,138,88,109,32.14,3.89,0.3,0
20969308549,2025-11-12 17:16:46,treadmill_running,1834.36,2328.81,139,91,105,0,2.91,0.2,0
20970833099,2025-11-12 18:41:35,strength_training,2534.34,0,368,121,151,0,33.47,2.2,0
20975248317,2025-11-13 08:49:22,strength_training,2882.66,0,391,119,146,0,27.83,2.1,0
20977377178,2025-11-13 12:47:11,cycling,4630.37,12174.99,621,118,142,154.43,28.99,2.1,0
20979294180,2025-11-13 18:05:32,treadmill_running,467.68,711.63,66,114,135,0,8.6,0.7,0
20979690831,2025-11-13 18:13:57,treadmill_running,1888.33,5000,449,159,174,0,142.19,3.8,0.1
21001808291,2025-11-16 06:55:23,walking,5002.94,5432,466,96,116,49.55,9.53,0.8,0
21027094670,2025-11-18 20:12:58,walking,1993.25,1415.78,160,92,115,21.89,3.26,0.2,0
21035518258,2025-11-19 18:14:12,treadmill_running,2483.18,3342.77,242,105,119,0,8.55,0.7,0
21058342268,2025-11-22 10:47:32,walking,2700.04,2977.45,261,96,123,45.41,6.99,0.6,0
21060025447,2025-11-22 14:08:47,walking,1117.2,1332.58,135,111,134,12.32,12.98,1.1,0
21063453096,2025-11-22 20:50:25,treadmill_running,2409.56,5000,390,128,152,0,43.35,2.4,0
21066048332,2025-11-23 06:46:36,walking,6554.33,7633.01,628,100,122,47.62,15.56,1.3,0
21066576865,2025-11-23 09:56:19,walking,3.54,0,1,113,114,0,14.46,1.2,0
21067606001,2025-11-23 11:55:41,walking,191.65,48.57,18,95,102,0,1.07,0,0
21067611205,2025-11-23 11:59:10,incident_detected,15.28,0,1,98,100,0,0.12,0,0
21067859577,2025-11-23 12:01:08,walking,1029.73,796.15,95,100,122,14.72,3.71,0.3,0
21072591153,2025-11-23 20:33:27,walking,1825.86,1516.15,152,93,130,23.25,4.48,0.3,0
21109135035,2025-11-27 20:43:49,walking,2670.35,2042.08,213,91,115,27.57,4.31,0.3,0
21117003818,2025-11-28 21:30:00,walking,1789.93,1458,173,101,133,11.8,7.52,0.7,0
21120481213,2025-11-29 10:39:12,walking,1758.1,1773.4,155,90,113,20.39,4.18,0.3,0
21128151329,2025-11-30 08:21:37,strength_training,2994.4,0,490,130,163,0,56.65,3,0.3
21129217341,2025-11-30 10:13:32,walking,2536.16,1602.19,271,107,132,18.79,12.91,1.4,0
21131460058,2025-11-30 13:55:03,walking,1975.63,2079.37,175,98,110,11.79,5.35,0.6,0
21132914297,2025-11-30 16:57:05,treadmill_running,198.57,285.01,21,99,113,0,1.34,0.1,0
21133269829,2025-11-30 17:01:09,treadmill_running,2314.12,5500,506,155,186,0,155.64,4,2.4
21134859302,2025-11-30 21:34:39,walking,646.58,509.22,75,108,122,5.02,5.15,0.5,0
21150967100,2025-12-02 18:05:34,walking,2118.34,2995.5,228,103,128,20.43,10.61,1.2,0
21152385075,2025-12-02 20:31:34,walking,1514.78,1509.05,136,94,108,12.77,4.48,0.5,0
21162122012,2025-12-03 21:12:32,walking,1719.24,1504.65,146,95,117,25,3.62,0.4,0
21170842212,2025-12-04 21:16:02,walking,1325.35,1388.21,126,104,121,16.27,5.13,0.5,0
21178269984,2025-12-05 19:33:40,treadmill_running,1256.81,2164.19,164,115,165,0,28.06,2,0.9
21178974962,2025-12-05 21:28:21,walking,2217.68,1951.74,176,90,119,11.44,4.1,0.4,0
21184506595,2025-12-06 08:02:14,walking,18855.21,17641.35,2005,111,174,987.99,119.33,4.3,0
21192617640,2025-12-07 12:58:57,walking,407.85,431.78,40,91,108,7.99,2.85,0.3,0
21196032399,2025-12-07 19:01:59,walking,2221.65,2060.33,187,92,121,33.3,4.43,0.5,0
21214602672,2025-12-09 20:59:14,walking,1965.2,2043.5,179,98,111,9.07,5.8,0.6,0
21226977538,2025-12-11 09:01:00,treadmill_running,1205.23,2231.1,224,134,156,0,49.73,3.1,0
21227874335,2025-12-11 10:58:27,strength_training,3214.51,0,569,133,159,0,83.33,3.5,1.2
21229563071,2025-12-11 14:58:39,walking,1323.9,1422.62,129,110,121,8.28,5.17,0.7,0
21229736327,2025-12-11 15:24:02,walking,1256.02,1081.85,119,106,122,8.52,4.33,0.5,0
21230554789,2025-12-11 16:31:12,walking,3198.74,397.13,297,103,126,8.64,5.49,0.7,0
21232195282,2025-12-11 20:05:06,walking,1761.11,1396.73,139,89,122,16.63,3.24,0.4,0
21241748113,2025-12-12 23:25:21,treadmill_running,4852.56,6526.91,394,100,116,0,5.61,0.7,0
21248735171,2025-12-13 18:22:41,walking,2452.21,2642.13,247,109,122,18.67,9.76,1.1,0
21252636341,2025-12-14 09:46:07,strength_training,3196.51,0,421,120,146,0,26.99,2.2,0
21258507981,2025-12-14 20:51:05,walking,1487.76,1414.19,138,98,112,11.56,4.59,0.5,0
21275286906,2025-12-16 20:15:58,walking,1826.06,2280.56,178,101,116,13.16,7.41,0.8,0
21290784288,2025-12-18 16:14:43,walking,2164.28,2295.74,189,93,117,27.41,4.99,0.5,0
21292820641,2025-12-18 20:39:17,walking,1606.92,1537.48,133,90,106,14.7,3.4,0.3,0
21300833449,2025-12-19 21:17:19,walking,1852.65,1368.33,170,102,126,19.46,4.73,0.5,0
21308248646,2025-12-20 11:13:58,walking,486.78,416.1,53,106,118,5.86,3.28,0.4,0
21308249868,2025-12-20 13:36:57,walking,560.08,1062.91,49,84,128,4.18,2.6,0.3,0
21309086461,2025-12-20 20:17:03,walking,1295.68,1369.42,120,101,121,11.18,4.79,0.6,0
21324138905,2025-12-22 16:21:10,walking,2914.98,2966.99,273,102,119,26.12,8.21,1.1,0
21326102416,2025-12-22 20:49:40,walking,1492.81,1559.27,142,99,114,19.28,4.79,0.6,0
21346494303,2025-12-25 11:57:09,walking,1602.58,1489.51,153,97,114,33.33,7.14,0.8,0.1
21348706700,2025-12-25 16:40:08,walking,2498.36,2300.2,218,96,113,29.97,5.16,0.7,0
21349956496,2025-12-25 20:47:13,walking,2236.58,2119.9,195,93,110,37.53,4.32,0.5,0
21371186560,2025-12-28 10:06:19,walking,2137.76,1090.23,176,94,109,11.47,3.73,0.6,0
21375677779,2025-12-28 15:21:11,walking,5860.11,5411.22,544,103,130,128.24,9.26,1.5,0
21377615595,2025-12-28 20:39:58,walking,1782.88,1438.13,191,110,141,47.46,9.85,1.6,0
21385237594,2025-12-29 17:47:42,walking,1541.55,1370.29,137,98,120,20.09,4.2,0.7,0
21386796961,2025-12-29 21:12:11,walking,1162.7,1349.69,117,100,115,15.39,5.16,0.8,0
21437499579,2026-01-04 09:34:26,walking,3275.55,1668.86,200,83,128,47.01,2.84,0.4,0
21444512012,2026-01-04 20:40:10,walking,1710.95,1394.1,141,93,120,26.17,3.56,0.5,0
21453009650,2026-01-05 18:21:43,walking,3172.45,4127.81,343,95,125,87.43,14.08,2,0
21461688787,2026-01-06 13:59:37,walking,5798.29,1407.83,438,96,134,52.04,7.11,1.1,0
21462418138,2026-01-06 16:30:34,walking,1178.63,479.23,107,100,121,8.61,3.67,0.6,0
21485872654,2026-01-08 20:36:36,walking,2575.73,1555.54,184,86,114,26.84,2.85,0.4,0
21509481518,2026-01-11 09:44:26,walking,3995.55,1721.7,317,94,122,50.64,4.64,0.7,0
21515674626,2026-01-11 17:43:50,walking,3946.2,1629.58,356,104,133,47.5,5.87,0.9,0
21537792450,2026-01-13 20:56:08,walking,2170.89,2013.94,203,95,113,40.28,4.69,0.7,0
21548967923,2026-01-14 20:50:48,walking,2973.39,1703.86,322,110,134,30.24,12.25,2,0
21577512907,2026-01-16 19:04:00,walking,2354.96,2217.24,302,117,137,49.54,16.96,2.2,0
21577513211,2026-01-17 11:15:10,walking,2853.15,1526.15,256,99,126,22.3,4.88,0.8,0
21577513396,2026-01-17 16:06:30,walking,1674.19,1485.01,132,86,103,13.79,2.97,0.5,0
21651152074,2026-01-21 11:13:03,walking,14381.59,17018.02,1509,103,145,490.37,27.27,2.6,0
21651163010,2026-01-23 12:31:08,walking,7828.72,4443.89,726,104,159,379.35,37.43,3,0.1
21653217227,2026-01-24 19:40:26,walking,1686.97,1483.79,141,93,114,22.6,3.53,0.5,0
21668323630,2026-01-26 11:09:32,walking,4759.37,2748.31,504,108,142,340.3,14.33,2.1,0
21669371148,2026-01-26 14:00:41,walking,1750.46,1339.3,114,81,101,0,2.36,0.3,0
21694796558,2026-01-28 20:51:25,walking,1787.67,1515.08,149,95,112,14.64,3.42,0.5,0
21728085060,2026-02-01 10:36:16,walking,1729.04,1549.36,160,102,117,35.16,4.57,0.7,0
21734732725,2026-02-01 20:46:32,walking,1488.96,1511.6,165,114,139,40.98,7.19,1.2,0
21755139146,2026-02-03 20:41:41,walking,1553.83,1552.78,158,106,136,17.03,8.48,1.4,0
21786044542,2026-02-06 20:43:06,walking,1395.31,1401.84,138,95,111,20.21,5.13,0.8,0
21846603986,2026-02-12 15:04:12,walking,7048.95,5883.76,601,98,126,59.56,10.03,1.6,0
21849360132,2026-02-12 20:50:32,walking,2374.42,1595.43,194,92,124,16.37,5.4,0.9,0
21862861480,2026-02-14 10:01:45,walking,2357.94,1625.28,181,86,115,23.43,4.55,0.7,0
21874052684,2026-02-15 11:30:31,walking,2044.47,1839.69,199,101,127,22.34,5.51,0.9,0
21877686596,2026-02-15 16:43:51,walking,1821.52,1520.6,196,113,127,22.22,6.82,1.1,0
21973715360,2026-02-24 20:05:05,walking,2052.81,2158.23,196,101,120,18.59,5.02,0.8,0
22131208041,2026-03-10 20:25:20,walking,4146.1,2215.35,295,89,130,26.59,5.22,0.8,0
22171467081,2026-03-14 15:12:29,walking,2623.45,3024.35,295,107,123,54.9,12.5,2,0
22172722528,2026-03-14 17:00:42,walking,2377.66,1024.44,263,106,144,16.89,15.92,2.1,0
22174083529,2026-03-14 19:39:53,walking,1735.81,1504.17,185,107,134,18.08,8.4,1.4,0
22182131862,2026-03-15 12:49:09,walking,7538.74,5506.56,378,,,68.14,5.34,0.8,0
22186175345,2026-03-15 20:51:18,walking,1619.58,1348.15,86,,,14.99,2.67,0.4,0
22205555561,2026-03-17 17:07:58,walking,4807.84,5235.37,458,99,133,42.13,14.92,2.1,0
22208314416,2026-03-17 20:33:23,walking,1394.92,1514.56,160,113,127,12.23,7.6,1.2,0
22230496618,2026-03-19 20:12:20,walking,1518.76,1318.91,169,108,122,16.47,7.42,1.2,0
22241935571,2026-03-20 21:29:53,walking,1575.59,1644.25,167,105,117,29.64,5.62,0.9,0
22264615346,2026-03-22 18:43:59,walking,3266.99,3015.98,321,98,122,42.84,8.86,1.4,0
22419391179,2026-04-05 18:41:43,walking,4605.46,3948.39,408,99,130,33.68,6.16,1,0
22466990761,2026-04-09 17:07:40,walking,1897.7,1664.1,204,110,137,28.74,7.54,1.2,0
22501777522,2026-04-12 12:47:31,walking,6354.75,2387.7,462,90,122,34.14,5.48,0.9,0
22504053163,2026-04-12 19:55:27,walking,2005.4,1318.36,164,90,120,11.76,3.34,0.5,0
22514859622,2026-04-13 20:52:42,walking,1527.08,1381.71,144,96,113,19.35,4.21,0.7,0
22539339595,2026-04-15 20:33:34,walking,1790.07,1441.72,179,102,128,18.69,4.48,0.7,0
22551410475,2026-04-16 20:55:32,walking,1223.16,1079.49,107,90,115,7.31,3.29,0.5,0
22590039399,2026-04-19 17:00:28,walking,4088.1,3023.08,380,103,125,36.2,6.42,1,0
22610659360,2026-04-21 21:05:03,treadmill_running,2617.17,3542.51,292,107,123,0,12.11,2,0
22633454398,2026-04-23 19:02:38,walking,2067.17,2995.15,216,103,134,29.27,6.47,1,0
22655086694,2026-04-25 11:28:08,hiking,18804.51,8230.12,1778,105,158,579.73,48.01,3.2,0
22661940018,2026-04-25 18:43:53,walking,2165.47,837.36,281,117,143,5.5,18.41,2.2,0
22668745619,2026-04-26 12:58:32,walking,8849.9,3005.53,567,83,125,93.6,4.17,0.6,0
22704445289,2026-04-29 18:35:26,walking,1301.51,69.87,167,111,134,2.17,11.06,1.8,0
22706259699,2026-04-29 20:40:44,walking,1666.06,1320.76,156,95,119,18.31,4.46,0.7,0
